Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation,,
P7505,Home Decor,Curtains,2317,Brand D,3,4,0.86,Yes,Summer,India,['Lamp'],0.45,,
P7506,Beauty,Foundation,4575,Brand A,3.4,3.8,0.25,No,Spring,India,"['Lipstick', 'Lipstick', 'Moisturizer']",0.96,,
P7507,Electronics,Smartwatch,1930,Brand C,4.8,2.2,0.67,No,Autumn,India,"['Smartphone', 'Smartwatch', 'Headphones']",0.56,,
P7508,Beauty,Lipstick,4324,Brand C,2.2,4.2,0.2,Yes,Autumn,Germany,"['Moisturizer', 'Moisturizer']",0.66,,
P7509,Home Decor,Cushions,3018,Brand B,3.7,3.6,0.83,No,Summer,USA,"['Wall Art', 'Cushions']",0.92,,
P7510,Fitness,Treadmill,115,Brand C,2.5,4.3,0.33,No,Summer,India,"['Dumbbells', 'Dumbbells', 'Dumbbells']",0.35,,
P7511,Home Decor,Lamp,103,Brand B,3.2,4.3,0.15,Yes,Autumn,USA,"['Cushions', 'Curtains', 'Wall Art']",0.34,,
P7512,Books,Comics,3070,Brand B,4.2,4.3,0.9,No,Spring,UK,"['Comics', 'Comics', 'Biography']",0.25,,
P7513,Beauty,Moisturizer,225,Brand B,3.2,4.1,0.76,Yes,Summer,Canada,"['Lipstick', 'Perfume', 'Moisturizer']",0.78,,
P7514,Fitness,Treadmill,4659,Brand C,4.3,2.9,0.1,Yes,Summer,Canada,['Treadmill'],0.59,,
P7515,Home Decor,Lamp,4958,Brand A,2.3,2.2,0.04,No,Winter,Canada,"['Curtains', 'Cushions']",0.91,,
P7516,Electronics,Headphones,4001,Brand A,5,2.5,0.99,No,Winter,Canada,"['Headphones', 'Laptop', 'Smartphone']",0.28,,
P7517,Beauty,Perfume,2162,Brand A,2.6,4,0.47,Yes,Autumn,Germany,"['Lipstick', 'Lipstick', 'Moisturizer']",0.17,,
P7518,Electronics,Smartwatch,2081,Brand C,2,2.3,0.61,Yes,Winter,India,['Smartwatch'],0.51,,
P7519,Electronics,Smartwatch,2902,Brand B,3.8,4.5,0.95,Yes,Spring,Germany,"['Smartwatch', 'Laptop']",0.22,,
P7520,Books,Comics,2877,Brand B,3.6,3.3,0.24,No,Winter,India,"['Comics', 'Fiction']",0.5,,
P7521,Fitness,Treadmill,3785,Brand A,3.5,4.9,0.02,No,Autumn,USA,"['Dumbbells', 'Yoga Mat', 'Dumbbells']",0.6,,
P7522,Home Decor,Cushions,673,Brand B,4,2.7,0.37,Yes,Autumn,Canada,"['Lamp', 'Wall Art']",0.2,,
P7523,Fashion,Shoes,1635,Brand C,3.2,4.5,0.99,No,Summer,India,"['T-shirt', 'Shoes', 'Jeans']",0.48,,
P7524,Electronics,Headphones,3156,Brand C,3.9,2.9,0.18,No,Summer,Canada,"['Smartwatch', 'Smartwatch', 'Headphones']",0.12,,
P7525,Electronics,Laptop,3826,Brand A,3.7,2.8,0.13,Yes,Summer,USA,"['Smartphone', 'Smartphone', 'Headphones']",0.92,,
P7526,Beauty,Foundation,2279,Brand C,4,2.1,0.2,No,Spring,USA,['Lipstick'],0.52,,
P7527,Fitness,Treadmill,2009,Brand D,3.6,2.2,0.07,Yes,Summer,Canada,['Dumbbells'],0.91,,
P7528,Home Decor,Wall Art,3447,Brand C,2.6,3.1,0.99,Yes,Spring,Canada,"['Curtains', 'Lamp']",0.35,,
P7529,Fashion,Jacket,3250,Brand C,4.9,4.7,0.33,No,Spring,USA,['T-shirt'],0.83,,
P7530,Fitness,Treadmill,4278,Brand D,4.2,2.7,0.01,No,Autumn,Germany,"['Treadmill', 'Treadmill', 'Resistance Bands']",0.62,,
P7531,Home Decor,Curtains,4244,Brand C,2.5,4.9,0.67,Yes,Summer,UK,['Cushions'],0.58,,
P7532,Books,Comics,1118,Brand D,4.4,3.8,0.01,Yes,Spring,Germany,"['Comics', 'Biography', 'Non-fiction']",0.41,,
P7533,Fashion,Jacket,3175,Brand B,3.1,2.3,0.58,Yes,Summer,Germany,"['T-shirt', 'Jacket']",0.38,,
P7534,Fashion,Jeans,1517,Brand D,4.6,3.1,0.73,No,Autumn,Germany,"['Jacket', 'T-shirt', 'Shoes']",0.77,,
P7535,Electronics,Headphones,1656,Brand A,4.8,3.7,0.01,Yes,Summer,Canada,['Headphones'],0.35,,
P7536,Beauty,Perfume,1552,Brand C,2.4,2.2,0.65,No,Winter,USA,"['Moisturizer', 'Moisturizer', 'Moisturizer']",0.32,,
P7537,Beauty,Foundation,2503,Brand B,3.4,3.3,0.35,No,Spring,India,['Foundation'],0.34,,
P7538,Fitness,Yoga Mat,4563,Brand C,4.4,2.2,0.39,Yes,Spring,UK,['Resistance Bands'],0.53,,
P7539,Beauty,Lipstick,807,Brand B,3,3.2,0.8,No,Autumn,UK,"['Perfume', 'Foundation']",0.6,,
P7540,Home Decor,Lamp,4543,Brand D,4.6,4.6,0.72,No,Winter,India,['Wall Art'],0.68,,
P7541,Beauty,Perfume,3883,Brand B,3.7,4.4,0.42,No,Autumn,UK,['Foundation'],0.95,,
P7542,Electronics,Laptop,3147,Brand A,2.7,2.1,0.94,No,Spring,UK,"['Smartphone', 'Headphones', 'Headphones']",0.96,,
P7543,Fitness,Treadmill,770,Brand C,4.9,4.2,0.04,No,Spring,India,"['Treadmill', 'Dumbbells', 'Yoga Mat']",0.29,,
P7544,Fitness,Resistance Bands,1737,Brand C,2.4,2.7,0.88,No,Winter,Germany,"['Dumbbells', 'Yoga Mat', 'Dumbbells']",0.4,,
P7545,Fitness,Treadmill,1988,Brand A,3.2,4,0.13,No,Spring,USA,"['Treadmill', 'Dumbbells', 'Treadmill']",0.66,,
P7546,Beauty,Moisturizer,1519,Brand B,4.6,2.7,0.26,Yes,Summer,Canada,"['Moisturizer', 'Foundation', 'Foundation']",0.92,,
P7547,Fitness,Treadmill,1469,Brand A,3.1,4.1,0.95,Yes,Autumn,Germany,"['Dumbbells', 'Treadmill', 'Resistance Bands']",0.62,,
P7548,Fashion,Shoes,3473,Brand D,4.7,4.5,0.74,Yes,Winter,Germany,"['T-shirt', 'Shoes']",0.57,,
P7549,Home Decor,Wall Art,4344,Brand A,3.9,2.6,0.88,Yes,Winter,USA,"['Curtains', 'Wall Art', 'Lamp']",0.9,,
P7550,Fashion,Jacket,1601,Brand D,4,4.1,0.97,Yes,Autumn,UK,"['Shoes', 'Jacket', 'Jacket']",0.52,,
P7551,Books,Comics,2459,Brand D,3.7,2.6,0.05,Yes,Summer,USA,"['Fiction', 'Non-fiction']",0.23,,
P7552,Fitness,Yoga Mat,4737,Brand C,3.8,3.4,0.98,No,Autumn,USA,"['Yoga Mat', 'Dumbbells', 'Treadmill']",0.2,,
P7553,Fitness,Treadmill,4534,Brand C,4.3,4.3,0.44,No,Summer,Germany,"['Dumbbells', 'Yoga Mat']",0.77,,
P7554,Electronics,Laptop,4184,Brand A,2.8,2.5,0.85,Yes,Winter,UK,"['Smartphone', 'Laptop', 'Smartphone']",0.76,,
P7555,Home Decor,Wall Art,976,Brand B,4.9,2.4,0.79,No,Autumn,Canada,['Cushions'],0.37,,
P7556,Books,Non-fiction,359,Brand C,2.2,4.7,0.54,No,Winter,Germany,"['Fiction', 'Non-fiction', 'Biography']",0.65,,
P7557,Beauty,Lipstick,160,Brand B,4.6,5,0.77,Yes,Spring,UK,"['Moisturizer', 'Moisturizer']",0.38,,
P7558,Fitness,Treadmill,1224,Brand C,3.2,4.9,0.84,No,Autumn,UK,['Treadmill'],0.94,,
P7559,Home Decor,Wall Art,975,Brand A,3.4,3.4,0.6,Yes,Winter,UK,"['Lamp', 'Wall Art', 'Curtains']",0.26,,
P7560,Books,Non-fiction,3276,Brand A,4.7,2,0.99,Yes,Summer,India,"['Fiction', 'Fiction']",0.65,,
P7561,Fitness,Yoga Mat,405,Brand D,3.1,2.7,0.03,No,Spring,Germany,['Yoga Mat'],0.78,,
P7562,Fashion,T-shirt,2280,Brand C,3.4,3,0.6,No,Summer,USA,"['Jacket', 'Jacket']",0.94,,
P7563,Beauty,Lipstick,3656,Brand D,3.4,2.8,0.09,No,Summer,India,['Lipstick'],0.43,,
P7564,Electronics,Laptop,3661,Brand A,3.2,5,0.12,Yes,Spring,USA,['Laptop'],0.87,,
P7565,Books,Non-fiction,902,Brand B,2.8,2.5,0.07,Yes,Spring,Canada,"['Comics', 'Non-fiction', 'Non-fiction']",0.39,,
P7566,Books,Biography,2225,Brand A,2.7,2.2,0.72,Yes,Spring,USA,['Biography'],0.46,,
P7567,Home Decor,Wall Art,1786,Brand D,4.2,2.3,0.36,No,Autumn,UK,['Lamp'],0.92,,
P7568,Books,Comics,768,Brand C,4.8,2.2,0.19,Yes,Winter,India,"['Biography', 'Non-fiction']",0.59,,
P7569,Home Decor,Curtains,814,Brand B,4.2,4.4,0.47,No,Summer,USA,"['Lamp', 'Curtains', 'Wall Art']",0.43,,
P7570,Books,Biography,3628,Brand C,3.3,2.9,0.75,Yes,Winter,Germany,['Biography'],0.37,,
P7571,Fashion,Jacket,1260,Brand B,4.1,2.5,0.15,Yes,Summer,India,"['Jeans', 'T-shirt', 'Jeans']",0.95,,
P7572,Fashion,Shoes,2256,Brand A,2.8,2,0.18,No,Spring,India,"['Jeans', 'Jeans', 'T-shirt']",0.14,,
P7573,Electronics,Smartphone,4603,Brand A,4.4,4.8,0.8,Yes,Autumn,Germany,"['Laptop', 'Headphones']",0.86,,
P7574,Fitness,Yoga Mat,853,Brand D,4,2.6,0.97,No,Winter,Canada,"['Treadmill', 'Treadmill', 'Yoga Mat']",0.3,,
P7575,Fashion,Jeans,2503,Brand D,2.3,2.1,0.05,No,Summer,India,['T-shirt'],0.84,,
P7576,Beauty,Moisturizer,2064,Brand A,4.1,4.7,0.84,No,Winter,USA,['Moisturizer'],0.73,,
P7577,Fashion,T-shirt,213,Brand B,2.8,4.9,0.29,Yes,Winter,UK,"['Jacket', 'Jacket', 'T-shirt']",0.72,,
P7578,Beauty,Moisturizer,3012,Brand B,2.3,3.2,0.84,Yes,Summer,USA,"['Lipstick', 'Perfume']",0.5,,
P7579,Beauty,Lipstick,3143,Brand A,3.2,2.3,0.86,No,Summer,India,"['Lipstick', 'Lipstick', 'Foundation']",0.19,,
P7580,Home Decor,Curtains,2862,Brand D,4.9,3.9,0.21,No,Spring,USA,"['Cushions', 'Wall Art']",0.47,,
P7581,Books,Non-fiction,3356,Brand A,2.3,4.2,0.06,Yes,Summer,USA,['Fiction'],0.64,,
P7582,Home Decor,Wall Art,3503,Brand C,3.5,3.5,0.57,No,Spring,India,['Cushions'],0.28,,
P7583,Fitness,Yoga Mat,2748,Brand D,3.1,3.9,0.18,No,Autumn,USA,"['Treadmill', 'Treadmill', 'Treadmill']",0.57,,
P7584,Fashion,T-shirt,508,Brand B,4.3,2.6,0.78,No,Summer,UK,"['Jacket', 'Jeans']",0.71,,
P7585,Fitness,Yoga Mat,701,Brand B,4.2,2.3,0.9,No,Autumn,Canada,['Treadmill'],0.94,,
P7586,Fashion,Jeans,4199,Brand B,3.9,3.8,0.14,No,Spring,USA,['Shoes'],0.24,,
P7587,Fitness,Treadmill,761,Brand A,3.7,4.5,0.26,Yes,Spring,UK,['Yoga Mat'],0.31,,
P7588,Books,Fiction,4988,Brand D,3.4,2.5,0.82,No,Autumn,India,"['Fiction', 'Biography']",0.78,,
P7589,Fashion,Jeans,484,Brand D,2.1,2.6,0.99,No,Autumn,India,"['Shoes', 'Jacket', 'Jacket']",0.81,,
P7590,Fashion,Jacket,1991,Brand C,2,4.5,0.72,No,Summer,India,"['Jacket', 'Jeans', 'Jacket']",0.12,,
P7591,Fitness,Treadmill,2630,Brand C,2.5,2.1,0.64,No,Autumn,USA,['Treadmill'],0.42,,
P7592,Fitness,Resistance Bands,1540,Brand C,3.8,2.8,0.16,Yes,Winter,USA,"['Resistance Bands', 'Yoga Mat']",0.73,,
P7593,Beauty,Moisturizer,2957,Brand C,4.2,4.1,0.49,Yes,Summer,UK,['Perfume'],0.56,,
P7594,Fitness,Resistance Bands,3278,Brand D,3.4,3.2,0.98,Yes,Winter,UK,"['Dumbbells', 'Yoga Mat', 'Dumbbells']",0.39,,
P7595,Fitness,Treadmill,2170,Brand C,3.7,2.1,0.72,Yes,Winter,Canada,"['Treadmill', 'Resistance Bands', 'Treadmill']",0.55,,
P7596,Beauty,Lipstick,3308,Brand D,2.4,4,0.62,No,Autumn,Canada,['Lipstick'],0.92,,
P7597,Books,Comics,4414,Brand A,3.9,3.3,0.71,Yes,Spring,Germany,"['Biography', 'Biography']",0.54,,
P7598,Fashion,Shoes,1242,Brand D,4.9,2.4,0.09,Yes,Winter,India,['T-shirt'],0.26,,
P7599,Home Decor,Wall Art,3539,Brand C,2.6,2.2,0.37,No,Spring,Canada,['Cushions'],0.45,,
P7600,Home Decor,Curtains,1909,Brand B,2.6,3.4,0.27,No,Summer,India,"['Cushions', 'Lamp']",0.35,,
P7601,Fashion,Jeans,4247,Brand B,4.8,3.8,0.34,Yes,Winter,USA,"['Jeans', 'T-shirt', 'T-shirt']",0.21,,
P7602,Fitness,Dumbbells,776,Brand C,4.9,2.7,0.97,No,Summer,USA,['Yoga Mat'],0.56,,
P7603,Electronics,Headphones,1168,Brand B,3.4,4.4,0.1,Yes,Autumn,Canada,"['Smartwatch', 'Laptop', 'Headphones']",0.83,,
P7604,Fashion,Jeans,3475,Brand D,3.1,4.1,0.26,Yes,Winter,Germany,"['T-shirt', 'T-shirt']",0.57,,
P7605,Beauty,Lipstick,2850,Brand C,4.7,3.4,0.53,Yes,Winter,USA,"['Lipstick', 'Foundation']",0.21,,
P7606,Fashion,Jacket,3063,Brand D,3.2,4.3,0.86,Yes,Autumn,USA,"['Jacket', 'Jacket', 'Jeans']",0.64,,
P7607,Electronics,Smartphone,3217,Brand B,4.6,3.7,0.42,Yes,Summer,India,['Laptop'],0.4,,
P7608,Electronics,Smartphone,4274,Brand D,2.6,2.5,0.91,No,Winter,USA,"['Smartwatch', 'Headphones', 'Smartphone']",0.24,,
P7609,Home Decor,Cushions,103,Brand D,3.8,3.9,0.25,No,Summer,Canada,"['Cushions', 'Curtains', 'Cushions']",0.96,,
P7610,Electronics,Smartwatch,1930,Brand A,3.8,4.6,0.61,No,Autumn,Germany,"['Smartphone', 'Smartwatch', 'Headphones']",0.42,,
P7611,Home Decor,Curtains,225,Brand B,2.8,3.3,0.17,Yes,Autumn,Canada,['Curtains'],0.96,,
P7612,Beauty,Lipstick,2742,Brand B,4.9,4.9,0.28,Yes,Spring,Canada,"['Lipstick', 'Perfume', 'Perfume']",0.77,,
P7613,Electronics,Smartphone,4382,Brand B,2.2,3.4,0.4,Yes,Spring,USA,['Smartphone'],0.45,,
P7614,Books,Comics,1370,Brand D,3.9,5,0.05,Yes,Winter,Germany,['Non-fiction'],0.23,,
P7615,Home Decor,Curtains,2493,Brand C,2.4,4.6,0.05,No,Spring,Canada,['Cushions'],0.34,,
P7616,Beauty,Lipstick,4678,Brand A,2.1,3.3,0.21,Yes,Autumn,Canada,['Foundation'],0.19,,
P7617,Beauty,Foundation,1535,Brand C,4.6,2.2,0.4,No,Winter,UK,"['Moisturizer', 'Moisturizer', 'Perfume']",0.84,,
P7618,Electronics,Laptop,2818,Brand B,3.1,4.2,0.8,Yes,Summer,Canada,"['Headphones', 'Laptop', 'Laptop']",0.41,,
P7619,Electronics,Smartwatch,691,Brand C,4.3,3.6,0.09,No,Summer,USA,['Laptop'],0.62,,
P7620,Beauty,Perfume,1800,Brand A,2.5,4.3,0.08,No,Winter,UK,"['Perfume', 'Perfume']",0.79,,
P7621,Beauty,Moisturizer,1066,Brand A,2.3,2.1,0.88,Yes,Winter,India,"['Lipstick', 'Lipstick']",0.44,,
P7622,Fitness,Treadmill,4639,Brand C,3.8,4.2,0.25,No,Winter,USA,['Dumbbells'],0.54,,
P7623,Books,Comics,3824,Brand C,4.9,3.3,0.94,Yes,Winter,Canada,['Non-fiction'],0.69,,
P7624,Home Decor,Cushions,4967,Brand C,3.7,3.2,0.09,No,Summer,USA,['Wall Art'],0.47,,
P7625,Electronics,Smartwatch,4330,Brand D,3.6,4.7,0.56,Yes,Spring,Germany,"['Headphones', 'Smartphone', 'Headphones']",0.29,,
P7626,Books,Fiction,4693,Brand D,4.1,3.5,0.48,Yes,Spring,USA,"['Non-fiction', 'Non-fiction']",0.57,,
P7627,Books,Non-fiction,3508,Brand C,3.4,4.3,0.75,Yes,Autumn,Canada,"['Fiction', 'Comics']",0.52,,
P7628,Home Decor,Cushions,4500,Brand D,3.5,3,0.08,No,Winter,Canada,"['Curtains', 'Cushions', 'Wall Art']",0.96,,
P7629,Books,Non-fiction,4592,Brand C,3.5,4.9,0.52,No,Autumn,India,"['Comics', 'Biography', 'Non-fiction']",0.48,,
P7630,Home Decor,Curtains,2257,Brand D,3.1,2.5,0.27,Yes,Spring,UK,['Cushions'],0.28,,
P7631,Fitness,Dumbbells,3563,Brand A,4.5,2.4,0.18,No,Autumn,UK,['Treadmill'],0.73,,
P7632,Home Decor,Lamp,2638,Brand B,3.4,4.8,0.48,Yes,Summer,Canada,"['Curtains', 'Cushions']",1,,
P7633,Fashion,Jacket,4566,Brand C,2.7,2.3,0.99,Yes,Autumn,Canada,"['Jacket', 'Jeans', 'T-shirt']",0.72,,
P7634,Fitness,Yoga Mat,776,Brand B,4.6,2.6,0.84,No,Summer,Germany,"['Treadmill', 'Dumbbells']",0.27,,
P7635,Fitness,Yoga Mat,1276,Brand D,2.2,4.2,0.48,No,Autumn,Canada,"['Yoga Mat', 'Treadmill']",0.57,,
P7636,Electronics,Headphones,2454,Brand B,2.4,2.6,0.74,No,Winter,USA,"['Laptop', 'Laptop', 'Laptop']",0.65,,
P7637,Beauty,Moisturizer,1120,Brand B,3.3,4.3,0.08,Yes,Autumn,India,"['Perfume', 'Lipstick', 'Moisturizer']",0.67,,
P7638,Fashion,Jacket,853,Brand A,3.4,2.4,0.36,No,Spring,Canada,['Jacket'],0.16,,
P7639,Books,Non-fiction,1879,Brand C,3.1,4.4,0.5,No,Spring,UK,"['Biography', 'Non-fiction']",0.64,,
P7640,Home Decor,Curtains,1956,Brand B,2.8,4,0.85,No,Summer,Canada,['Wall Art'],0.75,,
P7641,Beauty,Perfume,2274,Brand A,3.6,2.9,0.73,No,Winter,UK,"['Lipstick', 'Lipstick', 'Moisturizer']",0.69,,
P7642,Beauty,Lipstick,4182,Brand B,3.2,3.2,0.43,No,Winter,Canada,['Lipstick'],0.75,,
P7643,Books,Fiction,4886,Brand D,4.1,3.9,0.58,No,Autumn,India,['Biography'],0.74,,
P7644,Electronics,Laptop,701,Brand C,3.1,4.9,0.09,No,Summer,Canada,"['Smartphone', 'Smartphone', 'Headphones']",0.47,,
P7645,Fashion,Jacket,4069,Brand D,4.4,4.3,0.91,No,Spring,USA,"['Shoes', 'T-shirt']",0.27,,
P7646,Books,Comics,2670,Brand A,2.2,2.5,0.78,No,Autumn,India,['Biography'],0.97,,
P7647,Books,Comics,1167,Brand B,2.1,3.4,0.59,Yes,Summer,Germany,"['Non-fiction', 'Biography']",0.88,,
P7648,Books,Non-fiction,1595,Brand A,4.2,4.9,0.68,Yes,Winter,Germany,"['Biography', 'Fiction']",0.68,,
P7649,Home Decor,Wall Art,2706,Brand C,3.4,2.5,0.1,No,Spring,UK,['Lamp'],0.19,,
P7650,Fitness,Resistance Bands,1725,Brand D,2.6,2.6,0.63,No,Spring,UK,"['Yoga Mat', 'Dumbbells', 'Dumbbells']",0.37,,
P7651,Beauty,Moisturizer,3001,Brand A,3.8,4.8,0.68,Yes,Summer,UK,"['Perfume', 'Moisturizer', 'Perfume']",0.47,,
P7652,Fitness,Treadmill,355,Brand B,2,3.9,0.68,Yes,Autumn,UK,['Dumbbells'],0.77,,
P7653,Books,Fiction,2361,Brand D,4.3,3.1,0.36,No,Summer,Germany,"['Biography', 'Fiction', 'Comics']",0.77,,
P7654,Home Decor,Cushions,1389,Brand A,3.8,2.5,0.2,Yes,Winter,Germany,['Curtains'],0.49,,
P7655,Electronics,Smartwatch,1256,Brand C,4.7,4.1,0.5,No,Autumn,India,['Headphones'],0.96,,
P7656,Home Decor,Curtains,4026,Brand C,4.1,4.3,0.23,Yes,Autumn,Germany,"['Wall Art', 'Curtains']",0.65,,
P7657,Electronics,Laptop,2210,Brand B,2.2,2.3,0.77,No,Spring,UK,"['Smartphone', 'Smartwatch', 'Headphones']",0.39,,
P7658,Fitness,Dumbbells,2225,Brand D,4.6,3.4,0.73,No,Autumn,Canada,"['Resistance Bands', 'Treadmill', 'Dumbbells']",0.18,,
P7659,Electronics,Headphones,3019,Brand B,3.9,4.9,0.14,No,Summer,UK,"['Laptop', 'Laptop', 'Headphones']",0.6,,
P7660,Fashion,Shoes,3175,Brand A,3.7,4.4,0.86,Yes,Summer,India,"['T-shirt', 'Jeans']",0.44,,
P7661,Fashion,Shoes,2885,Brand C,2.1,2.8,0.89,Yes,Autumn,UK,"['Jeans', 'T-shirt']",0.95,,
P7662,Home Decor,Curtains,4587,Brand B,2.9,3.8,0.7,Yes,Autumn,UK,"['Cushions', 'Curtains']",0.37,,
P7663,Fashion,Jeans,1729,Brand C,3.4,2.6,0.82,No,Autumn,Canada,"['Jacket', 'Shoes']",0.65,,
P7664,Home Decor,Lamp,3875,Brand D,3.9,4.1,0.32,No,Winter,Germany,"['Cushions', 'Curtains']",0.16,,
P7665,Fashion,Jeans,2417,Brand B,2.9,3.8,0.46,Yes,Autumn,USA,['Shoes'],0.5,,
P7666,Books,Comics,799,Brand D,4.6,3.5,0.41,Yes,Summer,Germany,['Biography'],0.89,,
P7667,Books,Biography,275,Brand C,4.3,4.2,0.23,Yes,Winter,Canada,"['Comics', 'Biography', 'Comics']",0.61,,
P7668,Books,Comics,2376,Brand C,2.9,4.8,0.38,No,Winter,Germany,['Non-fiction'],0.25,,
P7669,Beauty,Foundation,4493,Brand A,3.1,3.5,0.47,Yes,Autumn,Germany,"['Moisturizer', 'Lipstick']",0.52,,
P7670,Beauty,Lipstick,1143,Brand A,3.9,3.9,0.36,No,Spring,USA,['Foundation'],0.56,,
P7671,Electronics,Headphones,3322,Brand A,2,4.7,0.21,Yes,Autumn,Canada,"['Smartwatch', 'Headphones']",0.51,,
P7672,Fashion,Jeans,480,Brand B,4.2,2.2,1,No,Winter,UK,['Jeans'],0.42,,
P7673,Electronics,Laptop,1508,Brand B,4.3,3.6,0.09,No,Winter,Germany,"['Headphones', 'Smartphone']",0.79,,
P7674,Home Decor,Curtains,2010,Brand D,3.9,2.7,0.97,Yes,Winter,UK,"['Lamp', 'Lamp', 'Wall Art']",0.43,,
P7675,Electronics,Smartwatch,353,Brand D,3.1,4.9,0.38,Yes,Spring,Canada,"['Laptop', 'Smartphone', 'Laptop']",0.6,,
P7676,Beauty,Moisturizer,4588,Brand C,4.8,2.2,0.05,Yes,Winter,Canada,"['Lipstick', 'Moisturizer']",0.79,,
P7677,Fitness,Dumbbells,4101,Brand D,2.1,4.9,0.52,Yes,Summer,Germany,['Yoga Mat'],0.74,,
P7678,Beauty,Foundation,198,Brand C,4.2,4.6,0.32,No,Autumn,UK,['Perfume'],0.58,,
P7679,Electronics,Smartphone,4763,Brand C,3.3,4.1,0.26,No,Autumn,UK,"['Smartphone', 'Laptop']",0.94,,
P7680,Beauty,Lipstick,1843,Brand D,2,3.9,0.35,Yes,Winter,India,['Moisturizer'],0.47,,
P7681,Fitness,Resistance Bands,3136,Brand B,4.8,3.3,0.47,Yes,Autumn,Canada,['Yoga Mat'],0.55,,
P7682,Electronics,Smartwatch,3995,Brand D,5,2.8,0.72,No,Summer,Canada,"['Headphones', 'Laptop']",0.73,,
P7683,Books,Non-fiction,2986,Brand C,2.4,4.4,0.12,Yes,Summer,Germany,"['Biography', 'Fiction']",0.32,,
P7684,Beauty,Perfume,2177,Brand A,4.5,4.8,0.81,Yes,Summer,India,['Moisturizer'],0.83,,
P7685,Home Decor,Lamp,2955,Brand B,3.5,2.1,0.88,Yes,Winter,India,"['Cushions', 'Cushions']",0.5,,
P7686,Fitness,Dumbbells,3445,Brand C,3,3,0.8,Yes,Summer,USA,"['Dumbbells', 'Treadmill']",0.26,,
P7687,Fashion,Shoes,4917,Brand D,4.4,3.4,0.79,Yes,Spring,Germany,"['Shoes', 'Jacket', 'T-shirt']",0.19,,
P7688,Home Decor,Cushions,702,Brand B,4.7,2,0.51,Yes,Autumn,UK,"['Lamp', 'Lamp', 'Wall Art']",0.63,,
P7689,Electronics,Laptop,3639,Brand C,2.2,2.5,0.26,Yes,Summer,USA,['Laptop'],0.41,,
P7690,Fitness,Yoga Mat,357,Brand C,4.6,3.6,0.26,Yes,Summer,Germany,"['Yoga Mat', 'Dumbbells', 'Yoga Mat']",0.4,,
P7691,Fashion,Jacket,1764,Brand D,4.4,2.5,0.04,Yes,Spring,India,"['Shoes', 'Shoes']",0.63,,
P7692,Books,Comics,1462,Brand B,2.9,2.9,0.77,No,Summer,India,['Biography'],0.58,,
P7693,Home Decor,Lamp,4709,Brand C,2.9,2,0.71,No,Autumn,UK,"['Lamp', 'Lamp', 'Cushions']",0.69,,
P7694,Fitness,Yoga Mat,1370,Brand B,4.4,4.5,0.98,No,Winter,India,"['Dumbbells', 'Treadmill', 'Treadmill']",0.89,,
P7695,Fitness,Resistance Bands,535,Brand C,3.4,3.4,0.26,Yes,Summer,USA,"['Dumbbells', 'Treadmill', 'Resistance Bands']",0.84,,
P7696,Home Decor,Curtains,120,Brand D,2.2,2.9,0.6,Yes,Summer,Canada,"['Cushions', 'Lamp']",0.9,,
P7697,Home Decor,Wall Art,2924,Brand B,4,2.3,0.75,No,Summer,UK,['Cushions'],0.99,,
P7698,Fitness,Treadmill,2038,Brand C,3.6,3.8,0.62,Yes,Spring,Germany,"['Treadmill', 'Treadmill']",0.97,,
P7699,Books,Non-fiction,4316,Brand B,2.3,2.9,0.35,No,Spring,UK,['Biography'],0.41,,
P7700,Fitness,Yoga Mat,1138,Brand C,4.8,3.3,0.78,Yes,Autumn,Canada,"['Resistance Bands', 'Dumbbells', 'Yoga Mat']",0.63,,
P7701,Books,Biography,1000,Brand D,3.1,3,0.12,Yes,Autumn,UK,"['Comics', 'Comics']",0.79,,
P7702,Electronics,Smartphone,3682,Brand A,2.7,4.1,0.41,No,Autumn,Germany,['Smartphone'],0.77,,
P7703,Home Decor,Cushions,3339,Brand A,3.1,3.1,0.54,No,Winter,USA,['Curtains'],0.66,,
P7704,Beauty,Perfume,4107,Brand C,2,3,0.78,No,Spring,Germany,"['Moisturizer', 'Lipstick', 'Lipstick']",0.25,,
P7705,Electronics,Smartphone,374,Brand B,2,2.5,0.67,Yes,Autumn,Germany,['Headphones'],0.2,,
P7706,Fitness,Treadmill,4764,Brand C,3.5,2.3,0.41,Yes,Autumn,USA,"['Resistance Bands', 'Dumbbells']",0.96,,
P7707,Books,Biography,1128,Brand D,4.5,4,0.9,No,Summer,India,['Comics'],0.63,,
P7708,Electronics,Smartphone,3356,Brand B,3.2,2.4,0.72,No,Winter,India,"['Smartphone', 'Laptop', 'Headphones']",0.19,,
P7709,Fashion,Shoes,1725,Brand B,4.2,4.4,0.41,No,Spring,USA,"['T-shirt', 'Jacket', 'Shoes']",0.65,,
P7710,Fitness,Treadmill,2378,Brand C,3.8,2.3,0.35,Yes,Winter,Canada,['Dumbbells'],0.65,,
P7711,Electronics,Smartphone,3824,Brand D,2.4,4.2,0.24,Yes,Spring,Canada,['Smartwatch'],0.44,,
P7712,Books,Non-fiction,3125,Brand C,4.1,3.4,0.14,Yes,Winter,India,"['Comics', 'Comics']",0.32,,
